brand,reviews.rating,reviews.text,reviews.title,reviews.username,wine_type,reviews.dateAdded
Home Brew Ohio,4.639736663699758,"This product is just as described, easy to measure for this beginner. It dissolves easily and fermentation halts in 48 hours just as stated. I feel safe sweetening my wine and bottling without worrying about bottle bombs. Great price and shipped very quickly, no complaints.",dissolves easily,Crystal,red,2015-08-24
Home Brew Ohio,4.639736663699758,Nice quantity and nice price. I would have liked it more if it came in a re sealable bag. Shipping bag is hot sealed so you have to repack or store in another sealed container and relabel after opening for use. That was kind of a Hassle but the product works fine and did exactly what it said and I wanted.Fast shipping and Undamaged delivery.,Good product! Great quantity.,Zeroinlyndon,red,2015-08-24
Home Brew Ohio,4.639736663699758,I use this to stabilize my home brew wine after fermentation before back sweetening and bottling to prevent reactivated fermentation. Works great,Potassium Sorbate,Steve Martin,red,2015-08-24
Home Brew Ohio,4.639736663699758,"WORKED GOOD FOR MY WINE MAKING, GOOD STUFF.",GOOD STUFF,Paul Jordan,red,2015-08-24
Home Brew Ohio,4.639736663699758,This worked exactly how it was supposed to.,Five Stars,Susan,red,2015-08-24
Home Brew Ohio,4.639736663699758,I use this to stabilize my home brew wine after fermentation before back sweetening and bottling to prevent reactivated fermentation. Works great,Potassium Sorbate 2 of 2 people found this helpful. Was this review helpful to you Yes No,Steve Martin,red,2015-12-01
Home Brew Ohio,4.639736663699758,"This product is just as described, easy to measure for this beginner. It dissolves easily and fermentation halts in 48 hours just as stated. I feel safe sweetening my wine and bottling without worrying about bottle bombs. Great price and shipped very quickly, no complaints.",dissolves easily 3 of 3 people found this helpful. Was this review helpful to you Yes No,Crystal,red,2015-12-01
Home Brew Ohio,4.639736663699758,Good Quality. Worked as needed!,5 Stars,Momma Knows Best,red,2015-12-01
Vintage Wine Estates,1.0,"I will never order again! ""Two buck Chuck"" has better taste!",do not order,3947,red,2018-01-02
Vintage Wine Estates,5.0,"The wine was excellent ordered the Moscato, and auto delivery. Second order I switched to White Zinfandel it was delicious also.",Great Deal,Kidzbiz,red,2018-01-02
Vintage Wine Estates,5.0,We ordered 6 bottles of the Moscato on auto delivery. So glad we did. It's different but we love it.,We Love This Moscato,Curd,red,2018-01-02
Vintage Wine Estates,4.0,Very good! Nice flavor. Receiving Reds on auto-delivery.,Very good flavor,Anonymous,red,2018-01-02
Vintage Wine Estates,4.0,"I am originally from France love red wine I didn't think I will love it but as a surprise, it's a great wine for the price I recommend you gave Kevin.s wine a try",LOVE THE WINE,ISA3162,red,2018-01-02
Vintage Wine Estates,5.0,"Delivery was a little slow but it was worth the wait. I was very pleased with the Moscato selection. It arrived in excellent condition, which indicates it was well packaged. The price was very reasonable.",Excellent Purchase,bjsmommom,red,2018-01-02
Vintage Wine Estates,1.0,"I have tried this wine before, but this batch was not good at all and I will never order again.",Wine Tasting,Lindsay123,red,2018-01-02
Vintage Wine Estates,5.0,"Knowing that wine taste varies, have to say I really enjoy the Moscato. I find it very refreshing, with a great flavor. I chose the auto-delivery, and share with my sister, who also enjoys and looks forward to when the next delivery is due.",Great Moscato,lmmfav,red,2018-01-02
Vintage Wine Estates,4.0,"I've only tried the chardonnay, so my review is for that wine. I find it very good when chilled properly. I take it out of the refrigerator an hour before drinking it & it's perfect. It's not to cold or warm. When drunk too cold, it doesn't have much taste. At the proper temp, it becomes much more complex. It has a clean delicate taste of peach & apricot. It's not a heavy chardonnay. No oak, butter or vanilla undertone. I prefer this crisper, fresher chardonnay. The heavy ones make me gag.",Good Chardonnay,Sweet Kitties,red,2017-12-01
Vintage Wine Estates,5.0,Don't know why others have given such bad reviews. I guess each person has their own taste but I love the Moscato & my family & friends also enjoy it!,Great Moscato,frostypunkin,red,2017-11-14
Vintage Wine Estates,1.0,"I'm not a wine drinker but have relatives and friends who are, so I purchased 12 bottles to have on hand at home and also for gifts. My brother visited this weekend and I opened the red wine for him to enjoy during a football game. He tried to be gracious but finally said it just wasn't good. Now I'm wondering what the people thought who received wine as gifts. I have eight bottles left and wondering if I should just pour them down the drain. What a disappointment after the hosts all ooo-ed and ahhh-ed over this supposedly fabulous wine assortment.",Disappointed,ijuanitmo,red,2018-01-02
Vintage Wine Estates,5.0,"I have order three cases over past two years a great wine for the price point. Other reviews I Have read judge this to harshly. Including shipping it is a twelve dollar a bottle wine, I have order many wines for an average of 18.00 a bottle and not nearly as good. . I order 15 cases of wine a least every year, this is a great value in the price range it sells for",Great valued wine,kanessadoharry,red,2018-01-02
Vintage Wine Estates,5.0,"I am not a wine expert, but I am Italian and like wine. I ordered the white selection and I absolutely love it. I enjoy a glass of wine without the meal attached. My first time ordering Moscato and it is delicious, next favorite is the White Zinfandel. The Chardonnay is also very good. Kevin did an excellent job mixing the favors. I am on auto-delivery so I am able to give them as nice gifts, but not the Moscato.",Loved These Wines,Mary C,red,2018-01-02
Vintage Wine Estates,5.0,"We ordered 12 white and 12 red twice, really like them. Sweet is not a favorite, but it was good.",Love it not crazy for kevin,j1,red,2018-01-02
Vintage Wine Estates,2.0,"Thought this would be a good sampler of wine at a very decent price. The mixed case has some wine that friends liked, some I liked. But overall the case is just non descript. Chardonnay was very light on the oaky taste. Other whites were OK. Meritage is OK. Pinot Noir was unidentifiable as such. Cab Sauv. OK. White Zin? No one wanted it. So I can't say this was a ""wonderful"" assortment. I have cancelled the remainder of the auto ship. Thanks anyway, Kevin. I'll pick my own bottles locally.",I'll choose my own,dmurdock,red,2018-01-02
Vintage Wine Estates,3.0,"Not the quality at all that I was expecting from Kevin O'Leary. Very disappointed, and I would not serve this to guests.",Mediocre at best!,Farm wife,red,2018-01-02
Vintage Wine Estates,1.0,"Definitely not worth the hassle, don't waste your time or your money",It's not worth the hassle,Sarar1234,red,2018-01-02
Vintage Wine Estates,2.0,"The cab was the only drinkable one. Using for cooking wine. For that reason, Mr Wonderful, I'm out.",using for cooking wine,mosielicious,red,2018-01-02
Vintage Wine Estates,5.0,"First, before I purchase a wine for a second time I need to sample it. Not possible this way of course so I relied on QVC and Kevin O'Leary's reputation for making my purchase.So far I have been very pleased with the quality and taste of each of the reds in the collection, a great value for the quality and proud to serve it to guests. Look forward to next auto-ship and purchasing the white collection.",Better than expected,AlexSWFL,red,2017-11-15
Vintage Wine Estates,5.0,LOVE LOVE LOVE Kevin's Reserve Wines. Just the best! 5th or 6th time ordering and will continue to order more and auto delivery. FANTASTIC deal on really great wine! Can't go wrong! A no brainer! If you love wine...DO IT!,ALWAYS A HIT!!,Pearls Forever,red,2017-09-25
Vintage Wine Estates,5.0,Had this wine for a few months and finally got around to tasting...we ordered the 12 bottle sampler set and we are loving the Chardonnay and the Syrah...cannot wait to taste the others...Will order again.,Glad we purchased this wine,walter,red,2018-01-02
Vintage Wine Estates,2.0,I'm not a wine snob but I've had my fair share of wine over the years. I taste new brands fairly regularly. You can do much better at your local store for the same or less money. Basically tastes like a good box wine. Black Box ... etc.,Not very good,JiminNY,red,2018-01-02
Vintage Wine Estates,5.0,The Cabernet is a true value. The Chardonnay is also great.,Excellent value,lillywood,red,2018-01-02
Vintage Wine Estates,5.0,"We have ordered both white and red sets of O'Leary wines more than once, and we have had consistently excellent wine with every single bottle.The sweet wines are delicate and blended perfectly without being too sweet. The rich reds are deep without being too tannic or biting. When we need a wine we can count on to be perfect for guests, or gifts or just enjoying with our everyday meals, this is our go-to wine.We recommend it highly.",consistently smooth and delicious,Mastiffmom3,red,2018-01-02
Vintage Wine Estates,1.0,I purchased these to give as gifts last year and when I tried the wine myself I spit it out and was mortified.I was so embarrassed that I gave these wines to people I know that I had to apologize and give another gift.This is by far some of the worst swill I’ve ever had.There are wines that are the same price from California wineries that are far superior.I would not even cook with this stuff.I wish I had discovered the poor quality and the offensive taste during the return period because they would have gone back. This is what they had in mind when they coined the expression “rot gut”.,Worst Ever,Captain B,red,2018-01-02
Vintage Wine Estates,1.0,"If you're a selective wine drinker, don't buy this. It's mediocre at best. Will likely end up using for cooking.",Don't bother...,kedf,red,2018-01-02
Vintage Wine Estates,2.0,"I wish I had returned this wine, but only gradually used and each bottle was less than satisfying. Have ordered Vintage Wine Estates wine a few times before and very much enjoyed. O'Lerary's reserve wines were not of the same quality in my opinion and in the opinion of my book club members. Not sure if they were left in the heat somewhere along the way or just what, but just no happy with these and would not order again. Kevin presents himself as quite the wine producer and he is likely quite knowledgeable, but there is better wine available at lower cost.",Barely average wine,mkm,red,2018-01-02
Vintage Wine Estates,2.0,"Purchased on auto delivery. First shipment great, second came with 6 bottle of sav but no moscato. We do not like the sav but are now stuck with all these bottles. Third shipment came with the moscato and 3 more sav. Shipped well before they said it would or at least they said in process so we could not delay or skip shipment. Moscato is great others are ok. Trying to cancel balance and would order the moscato and other whites but price with shipping even ""included"" makes it costly. Disappointed.",Not Happy With Auto Delivery,vandewater,red,2018-01-02
Vintage Wine Estates,4.0,"I'm really picky about wine. To be honest, I've had cheap wine that is good and more expensive wine that is not good. A good wine to me has a good balance. I actually really really liked the moscato. Moscato is my favorite type of wine and I've had a lot that I don't care for. If you like Bartenura, you will appreciate this. I liked the white zin also. I didn't care for the chardonnay, but my husband said it was ""ok."" I'd like to get the 3 bottle pack that you can choose, but the current price makes the 3 bottle pack more expensive per bottle. I'd say all in all, this is a decent middle of the road group of wines. The moscato impressed me the most. For those who haven't heard of the bartenura comparison, it's a $11-16 bottle, so it puts it right in about the same class as O'Leary. If you're curious about this, if say take a chance. Regardless how I feel about the taste of the chardonnay, they are all quite fragrant which I enjoy.",Good mix,skatardrummer,red,2017-12-16
Vintage Wine Estates,2.0,"I purchased the 12 bottle mixed package to sample something new to me in the rose and meritage. I usually drink Pinot Noir and Chardonnay or Pinot Grigio. I wish the wines lived up to their descriptions, but sadly they did not. I realize tastes are subjective, but for me, the Chardonnay was very tart and without any full taste. I would not order these again..",Not what I was hoping for,yrcwarrior,red,2017-12-01
Vintage Wine Estates,2.0,"I am a Pinot Noir wine drinker generally, but the Pinot Noir in this case is terrible, even after decanting. Have tried two of the Pinot bottles and a few of each of the others. I actually prefer the Cab over anything in the case and I usually don't like cabs.","Cab is good, Pinot is not",Luvnlife,red,2017-11-15
Vintage Wine Estates,1.0,"Can't believe that I was so stupid to fall for Kevin O'Leary's promotion of his wines. I believed in him, and therefore went ahead and purchased the variety.dozen bottles. What a fool I have been! I wanted to give him the benefit of doubt, but I continue to be disappointed. Yes, I know I have a month to return the merchandise! What a laugh!! How to return a huge package? I poured most in the kitchen sink... live and learn.",Worst Purchase I Have Ever Made!,bamya,red,2017-11-15
Vintage Wine Estates,1.0,I purchased these to give as gifts last year and when I tried the wine myself I spit it out and was mortified.I was so embarrassed that I gave these wines to people I know that I had to apologize and give another gift.This is by far some of the worst swill I���ve ever had.There are wines that are the same price from California wineries that are far superior.I would not even cook with this stuff.I wish I had discovered the poor quality and the offensive taste during the return period because they would have gone back. This is what they had in mind when they coined the expression ���rot gut���.,Worst Ever,Captain B,red,2017-11-14
Vintage Wine Estates,5.0,"I am more of a dry wine person, but I have enjoyed the chardoney and rose. Not to sweet, not to dry. Great gifts my friends said they enjoyed",fine wines,bb-fl,red,2017-09-25
Vintage Wine Estates,3.0,"I was really hopeful that I would experience a new tasting wine just because it's ""Mr. Wonderful's"" brand. However it was not as flavorful as what I had become accustomed. It's not bad it's just okay. I purchased the Zinfandel. I wanted the Moscato but it had sold out. I still may go back later and purchase it because it might be exactly what I'm looking to purchase. I would still recommend this product because everyone has a different expectation when it comes to wine tasting.",I EXPECTED MORE FLAVOR,Worldfabulous,red,2018-01-02
Vintage Wine Estates,1.0,I purchased the Pinot Noir and it was terrible. Dumping it and won’t purchase again .,Not Very Good,Office Soop,red,2018-01-02
Vintage Wine Estates,5.0,"I only like sweet (not super sweet) wine and the Moscato is absolutely delicious. I'm not one to drink it with the suggested food pairings. I'll have it with anything because it tastes that good. Like it before, during, or after dinner. It just tastes great. This is really good wine and the price is good too.",Ordered More Than Once,Jewelry Queen,red,2018-01-02
Vintage Wine Estates,5.0,This is the best vine I have ever tasted. I had to reorder me a second round.,Best Ever,sassy567,red,2018-01-02
Vintage Wine Estates,5.0,"Very unique tast,I love it you won't go wrong with this",Best purchase ever,whatyousay,red,2018-01-02
Vintage Wine Estates,5.0,I have ordered the set of 12 in the past. I have tried them all and enjoyed allHowever white zinfandel is my favorite. I have given them as gifts with no complaints just compliments. Soooo smooth,Treat Yourself,backer,red,2018-01-02
Vintage Wine Estates,5.0,I only like a sweet wine. I was skeptical on ordering without tasting it first. I am so glad I ordered it. I love it. THANKS KEVIN O'LEARY!!!,Excellent,Cablegal,red,2018-01-02
Vintage Wine Estates,5.0,I ordered a 3 bottle set of both the Meritage & Moscata wines for friends who did me a huge favor and most definitely know their wines. They called me to say they thought these were both the best they had tasted in awhile !! Said they were thoroughly enjoying them and when they finished this set planned to order these 3 bottle sets on their own as they want to try all varieties !! Thanks Kevin & QVC for a hit !!,Delicious !!,Rosie6583,red,2018-01-02
Vintage Wine Estates,5.0,"I ordered the White Zinfadel in the 3 bottle selection which arrived on Friday. This wine is absolutely one of the best I have ever had the pleasure of tasting. My husband and I visited Nappa Wine Valley and Sonoma Wineries about 3 years ago. Our hats off to Mr. Kevin O'Leary to bring such a joy, a truly inspired new one which can certainly hold it's own. We had company yesterday and everyone remarked as to how well it is done. Thank you so much for this wonderful offering.",Sumptuous delicious wine.,Alexandrite,red,2017-12-16
Vintage Wine Estates,5.0,This was my first purchase of these wines. Tried the Moscato as I like a sweet wine. Found it to be the best I've ever had. The only drawback to ordering wine on line is having to be home for the delivery. Missed the UPS guy a couple times.,Excellent Moscato,teddybear2,red,2017-11-15
Vintage Wine Estates,5.0,"I don't know why the negative reviews said the wine tasted horrible..? I should have ordered a case! Mr. Wonderful, you have not promised what you haven't delivered 10-fold with this wine! I ought to go on auto ship with the case!",O'Leary's Select Reserve Chardonnay,RightAway,red,2017-09-25
DUPLIN,5.0,A sweet smooth taste in every drop.,I love the sweet smooth muscadine taste.,Lexie,red,2017-09-20
WOODFORD RESERVE,5.0,"This is a terrific product. Just a few drops in bourbon, straight up or mixed with agave nectar and lime make all the difference. Would order again!",Delicious!,tulipkoda46,red,2017-09-04
SIERRA NEVADA,5.0,Best Beer on market. Mans Beer. Leaves Hoppy aftertaste. Approx. 248 Cals per 12 oz. Maintain exercise if drinking two or more per day...it will add weight.,Hoppy! Best Hoppy Beer.,patcardwell,red,2017-09-20
SIERRA NEVADA,5.0,Great refreshing taste! Not a weak beer. Safe ingredients that are non-gmo.,Love This Brew!,nhtkd,red,2017-09-20
Cook's California Champagne,5.0,"I purchased this item to make Mimosas and had some left over. The mimosas were delicious. I found the California Champaign tasteless when too cold and just right at a lesser temperature. Of course it is not Dom Perignon but who would make Mimosas with Dom, anyway",Actually Quite Tasty,RgrsG,red,2017-09-20
19 Crimes,5.0,First time trying it i love it 100,Red Wine,My Top Favs,red,2017-09-20
19 Crimes,5.0,"Great tasting smooth blend, awesome price too.",Excellent blend.,SAL,red,2017-09-20
Apothic,3.0,Decent table wine for the price. Bend that is on the sweeter side of the spectrum.,pretty good,bkpog10,red,2017-09-20
Apothic,5.0,We have been buying Apothic Dark for a couple of years now. It is our Red Blend of Choice. Very Smooth and very reasonably priced.,Best Red Blend for the price,PAMID7,red,2017-09-20
Love Noir,5.0,"I am no wine expert by any means, but I love a good red for dinner or a cold night. This is the ticket. Rich, dark, fruity! Just lovely. The hubby liked it too!",Love This Love Noir,Bunni,red,2018-01-30
JOSH CELLARS,4.0,Very good Cabernet Sauvignon for the money. More in line with wines typically in the 20 range.,Great value,Bigpoidog,red,2017-09-20
JOSH CELLARS,5.0,This has become our goto wine!! Not terribly expensive - just terribly GOOD!,Goto,scubajack,red,2017-09-20
Entwine,5.0,"Looked like a linear regulator from outside and no reviews on it so I ordered this puppy to put it to the test. definitely a switcher and fairly quiet. Well regulated Just like all of RM Italy products, great quality.",Looked like a linear regulator from outside and no reviews on ...,ByRussell Graves,red,2017-08-07
Carnivor,4.0,"Fruity, full body, cheap. Go well with Asian foods! If you are looking to buy a red for wedding, this is the one. I got so many compliments from my anniversary this year on this red. If you want the cheaper wine, sure, you can go with VEO or Menage a Trois though. Carnivor is still a great wine!",great cab cheap price,ocean0218,red,2017-09-20
Meiomi,4.0,I bought two bottles of Meiomi and give one to a friend. I enjoyed drinking my bottle but was wondering if it can be aged.,Good wine without a cork screw.,jrpag,red,2017-09-20
Meiomi,5.0,"Everyone I share this with, loves it! Great tasting and soft, with no harsh aftertaste.",excellent,nance,red,2017-09-20
Modern House Wines,5.0,"This is an excellent red wine, not to dry and not real sweet. More of a red blend. Great go with anything anytime. In the right price point as other known brands on the market.",Great Wine,Que,red,2018-01-29
VOGA Italia,5.0,"This is a great buy for the price. Someone had given me a bottle and I liked the look of it so much that I didn't want to open it. Had no idea it was so nicely priced and so easily available. Finally opened it when I was in a bind, needing white wine for a favorite holiday recipe and this was all I had on hand. It's a nice, smooth Pinot, very nice flavor, pleasurable to the palate. What I especially love about this brand, however, is the bottle itself! Screw off the black top and there is a smaller neck with a cork closure. The beauty is that the black cap is designed so that it will reseal the bottle without the cork needing to be squeezed back in...a really thoughtful design. I almost hate to admit how much I was impressed by it! Will be stopping by Target specifically to buy more to have in the house. Highly recommend.",Highly Recommended,Tunia,white,2018-01-30
Kendall-Jackson,5.0,My favorite chardonney,Great price,tj,red,2017-09-20
Cruz Garcia,4.0,"sweet, low alcohol content, enjoy sipping",Good Product,Angela,red,2018-01-09
Apothic,5.0,"Delicious white wine! Light, crisp, not too sweet. Almost too good.",New Go To White,Tatip,red,2018-01-10
BOGLE,4.0,To bad they just raised the price 20. I won't buy it now.,Excellent wine.,HonestBob,red,2017-09-20
BOGLE,5.0,One of the best on the shelf for under 20.,Beautiful cabernet!,Chris,red,2017-09-20
14 Hands Winery,5.0,"Really enjoy, no strong tannin after taste. OK price. We pull out a bottle to have w/ pizza, red sauce dishes. Found this to be a smooth red w/ meals.",My red sauce favorite,Sigar,red,2017-02-21
Bartenura,5.0,"I bought this wine for my christmas party and everyone loved it, especially the guests who'd never had wine before. Bartenura Moscato beat out all the other kinds that I'd set out for the party.",Best wine for newbies,Nkher,red,2017-09-20
Menage A Trois,4.0,"Never disappointed, constant taste.",Like an old friend,mrjackalope,red,2017-09-20
Menage A Trois,5.0,We've been drinking this wine for a while. It's one of a group we buy regularly because it's a good wine at an affordable price.,One of our favorites,Joe,red,2017-09-20
Menage A Trois,5.0,"A delicious blended wine ... give it a try, you might be surprised",A hidden gem,Tom,red,2017-09-20
Middle Sister,4.0,Had my sissies (sistafriends) over for dinner/planning meeting....and they're still talking about the loving fellowship and the great wine! I hope the store has more than 1 bottle left on its shelves!!!,We Loved It!,Kymmie,red,2018-01-10
Cook's,5.0,I love the Cooks champagne however I cannot drink the brut. Would love Extra dry to become available at Sams in Mobile AL.,Cooks Champagne,Extradry1,red,2017-09-20
Blackstone Winemaker's Select,4.0,...At a great price,Good wine...,AD4,red,2017-09-20
Diseno,5.0,What a delightful surprise. Excellent taste and aroma. Nice after finish.,Great deal,Mikicat,red,2017-09-02
Gallo,5.0,This a fantastic white wine for any occasion!,My Favorite White Wine,Bjh,white,2018-01-09
Black Box,1.0,Had a taste of either being old or spoiled. Stick with the bottle.,Not worth the money!,Awnry,red,2017-09-20
Black Box,4.0,Super wine with fruity taste. As a regular wine drinker this is our routine wine of choice. Priced right with good taste.,Great wine for price,Doug,red,2017-09-20
Black Box,5.0,This is our go-to wine for dinner parties. Better than most of the 10 bottles.,Nice Red,ElCee,red,2017-09-20
Gallo,2.0,"I would give one more star if it came clean on the bottle and called itself a 'sweet red'. Instead it get's poetic and grandiose about itself when all it is is a blend which (standard practice) gets a dash of grape juice concentrate to sweeten it. It also looses a star for the price, I rather look to the side of my Target's shelves and pick-up a Lambrusco for about 3-4 less.",A Sweet Red.,Condor9,red,2017-12-15
Gallo,3.0,This wine has a wonderful but strong aroma its a bit bitter has a bite to it but still goodit was worth it in the end,Simply Wonderful,Littlebit,red,2018-01-09
Frontera,1.0,I love Cabernet and Merlot wines. I couldn't even finish a glass of this stuff...and that's saying a lot.,Worse wine I've ever had,SJB17,red,2017-09-20
Frontera,1.0,"It's not often that you come across a wine this bad. I've tasted cooking wines that were better. Unfortunately, my wife bought four bottles of this stuff. Tried to return it, but Sam's wouldn't accept it (not that I blame them). I'd pour it down the sink, but it might damage the pipes. Sigh...",Absolutely undrinkable!,Reprob8,red,2017-09-20
Frontera,4.0,"I'm a wine girl from way back. Had a lot of pricey wines, some I liked, some I poured down the drain. Same with cheaper wine.Usually I stay right in the middle to be happiest. However, a close friend recommended this one to me a couple of years ago as a nice, everyday wine, and I have to say that for those purposes, this is one of my favorites.",Love this wine for everyday table wine.,winegirl16,red,2017-09-20
Frontera,5.0,We have been drinking this wine for 10+ years. It's just a good every day table wine that will not break the bank.,Great every day wine,rls08,red,2017-09-20
Lolailo,2.0,"If I'm going to buy a Sangria, this is not the one I'd choose. The flavor was not as fruity as others I've had and was not pleasant for my palate.",Not as tasty as other Sangria's,TallGrl11,red,2017-09-20
Lolailo,5.0,We are not big wine drinkers but we love this stuff. It is just sweet enough and not as bitter as regular wine and you can really taste the fruity undertones. The price is nice as well. Recommended.,On of our favorites!,Gillman69,red,2017-09-20
Lolailo,5.0,The is absolutely the best Sangria ever. Hoping Sam's continues to carry it. I buy six bottles each visit.,The Only Sangria For Me,Ktabr,red,2017-09-20
Lolailo,5.0,"I have searched high as low for this sangria and it is by far the best tasting. It is not too sweet, and very smooth. I love it chilled because its perfect for a hot summer's day.",Very Yummy,mdeck11,red,2017-09-20
Lolailo,5.0,"I purchase this every time I go to Sam's. Then is started to disappear! This last time we went, there was a mini case of six...bought them all, scared that something this good might not re-appear. Please reassure us that you will continue to carry it!",Finest Sangria for the price,Lindsey,red,2017-09-20
Lolailo,5.0,No after taste love this wine.,Very Mild wine,Cathezz,red,2017-09-20
Lolailo,5.0,"Have you ever just wanted a wine that gives you that fruity juicy taste without the hard alcohol kick well this is it still gives you that cocktail buzz without that hard taste, love this stuff even my very picky grandmother loves it!!!!",Delicious,BakoBrian,red,2017-09-20
Fresh Craft Co.,5.0,"Tart, not sweet...very refreshing and delicious!",Yum!!,Wino,red,2018-01-09
Chateau Ste Michelle,5.0,"This is my favorite Riesling. When I spotted it on sale for 9.99 a bottle I was delighted. I usually pay around 12.99 at other locations. Buying two bottles saved me six dollars, Thanks Target.",Great Taste And Great Value!,Laura,white,2012-07-12
Fetzer Valley Oaks,5.0,"This is a fruity dessert wine. Since I had my first taste of a Gewurtztraminer wine I have bought wine from this grape from 12 different countries (and vineyards). This Fetzer Gewurtztraminer has the best flavor and body of all the ones I've tried. It's hard to find, but worth trying, if you've never tried a wine from this grape before.",My Favorite Wine,Sab,red,2018-01-30
Estancia,5.0,One of the best Cabernets I had in quite sometime......!!!!!!,Excellent Cab......!!!!!!!,Fabrizio,red,2018-01-09
Coppola,5.0,Great for a perfect summer day or a get together with the girls.,Lovely! Try It!,Taloma715,white,2018-01-28
Promisqous,5.0,Best wine I ever tasted,Best Wine I Ever Tasted,Ruthi,red,2018-01-29
1000 Stories,5.0,I was given this wine so it was a delightful surprise to find that it has a flavorful and delicious taste! A new favorite!!!!,A New Favorite!,Bama Mom,red,2018-01-18
1000 Stories,5.0,This is a phenomenal wine and my new favorite red.,"Bold, Flavorful, Aromatic, Delicious",Av Dub,red,2017-10-04
Robert Mondavi Winery,5.0,This wine was sooooo good. I usually don't like Cabernet but this special fermented wine is very tasty. It did not stay around too long.LOL.,Fantastic Wine,Trinettenp,red,2018-01-10
Roscato,1.0,thise wine is a copy cat of the original,copy cat,702cuellar,red,2017-09-07
Roscato,5.0,"All the people I had referred this wine with were impressed as how smooth and tasty this wine is! However, this only has 7 alcohol. But that's about how far sweet reds go, if you can find sweet red this sweet that is over 10 alcohol content please let me know! I absolutely love this SWEET RED!",LOVE THIS SWEET RED,Tiff,red,2017-09-20
Roscato,5.0,"You can never go wrong with this wine, a glass of this Roscato and you are set. It is not sparkling, dry, or overbearing. Definitely my go to.",Definitely one of my favorite wines.,mesquivel,red,2017-09-20
Roscato,5.0,"This Roscato is sweet. Very crisp and mildly sweet, but it is delicious",Roscato,Cjkingc,red,2017-09-20
Roscato,5.0,"WHAT FULL LIGHT SWEET TASTEING TABLE WINE. ALSO VERY GOOD TO COOK WITH,GREAT FLAVOR.",AN AWESOME WINE,ramsze801,red,2017-09-07
Menage A Trois,5.0,"My favorite red wine has been Menage a Trois for a long time, and this SILK blend is even better than the regular blend. The price has remained affordable while the quality has remained consistently good for these red blends.",Very Drinkable,Annette,red,2018-01-30
Love Noir,5.0,Great fruity dry rose!,Yum!,E Fro,red,2018-01-29
Barefoot,5.0,"Highly, highly recommend!! It's sweet but not syrupy- just right! And I love that it's bubbly, I don't have to mix my wine with seltzer anymore!",My New Fave!,Usababe,red,2018-01-30
Fancy Pants,5.0,"Based on positive reviews, I served all of the Fancy Pants varieties at a recent party. My guests and I loved them! Since I am not a wine expert, I will provide some details on this variety from the Fancy Pants website: ...is like sunshine in the glass. Its brisk and bright, with inviting citrus, melon and passion fruit aromas leading to mouthwatering grapefruit and zesty lime flavors with hints of minerality on the palate. Vibrant acidity and a crisp, clean finish make this wine a versatile partner for a wide range of foodsespecially succulent seafood, Mediterranean-style grilled vegetables, and salads. Served well chilled, our Sauvignon Blanc is fun and friendlythe perfect pour for sunny afternoons and picnics.",This Wine Made My Party!,California Lawyer,white,2018-01-30
Charles Charles,5.0,"This is a very smooth red with Aromas of cocoa, coffee, tobacco sweet black cherry. Bold but soft. I highly recommend this one.",Charles & Charles Red Blend,Dsalano,red,2018-01-28
Beringer,5.0,"I tried Beringer, who makes this, Pink Moscato, had no trouble opening it up with a Corkscrew, one which I just bought from Target in-store, really like its sweet, fruity flavor pink looking wine. I plan to stock up for the Holidays.",Tried The Past Type & It's My Favorite So This Should Be Great!,Miss Noel,red,2017-07-25
Wine Cube153,5.0,I'm surprised how good this is for the price! Tastes more like Sauvignon blanc to me...,Great For The Price,Mrsk,red,2018-01-10
Handsome Devil,5.0,"Is this the greatest wine in the world, of course not. It is an eminently drinkable wine,as a matter of fact it is my preferred, and go to, table wine. Wine is a personal thing but for me it is my 1 pick in the under 10 category. It is well balanced, subtle, and very easy to sip. Dry without being overpowering. It is not a big bad Cabernet but it is not that in a good way. Goes great by itself or paired with cheese or a dish sauced with something heavier like a bernaise. I always have a bottle on my shelf.",An Outstanding Table Wine,Barquet,red,2015-11-04
Relax,5.0,This is by far the best reisling I've ever had! LOVE it! Always consistent in flavor and my go to!,Best Reisling!,Happy Customer,white,2018-01-22
Wine Cube153,5.0,"Picked some up on a trip to the beach as they are portable non breakable and priced right! I didn't know what to expect, honestly, my expectations were not too high, being boxed wine and all. I was pleasantly surprised! It is very drinkable delicious! When I got home I returned to Target to get the large wine cube box for at home enjoyment!",Vintner's Red Boxed Wine,Stephi33,red,2018-01-30
Fancy Pants,5.0,"If you like a fruit forward blend of reds with a very smooth finish and jammy taste, you will love this! I think my 9 year search for my favorite red wine has ended!",A Scrumptious Red!,Nancy,red,2018-01-30
Luccio,5.0,Had a chance to try some this beverage. Wonderful sparkling taste! Great for celebrations.,Luccio Moscato D Asti,Mj,red,2018-01-29
Luccio,5.0,"I tried this wine for the first time and it's delicious I love it, I now have a favorite wine.",Sweet and smooth,MsJ,red,2017-09-20
Luccio,5.0,I love this wine. It has a sweet smooth taste that could easily leave you drunk if you not careful. Please restock it. The last 4 times I've been in the store it's been out of stock.,Best wine ever,BBjackson,red,2017-09-20
